,dates,desktop,mobile,both,total_users
2805,2019-12-11,6300,6600,900,24
2806,2011-01-29,2600,5000,0,16
2807,2011-11-05,4900,4600,0,20
2808,2018-05-01,6700,4900,1200,20
2809,2012-06-24,6400,5600,0,22
2810,2013-07-08,5100,2300,0,12
2811,2018-05-04,6300,4100,0,17
2812,2021-08-18,4700,10900,1700,26
2813,2017-10-29,5600,3800,0,17
2814,2021-05-24,5700,3300,0,18
2815,2013-01-08,4900,2300,700,14
2816,2014-10-21,5200,5400,0,19
2817,2021-06-22,5300,3900,0,19
2818,2017-07-24,6100,6900,0,27
2819,2019-01-15,2700,5900,0,18
2820,2020-04-10,1100,5200,0,16
2821,2019-05-25,7800,6700,1500,25
2822,2012-05-16,7900,4900,500,23
2823,2021-10-28,3800,4100,0,16
2824,2016-07-04,5900,5300,1400,24
2825,2014-08-04,3900,5000,1000,17
2826,2014-12-05,5600,7200,0,24
2827,2010-04-07,9200,5000,0,26
2828,2019-11-27,3600,3100,800,12
2829,2020-07-07,7400,3800,0,22
2830,2014-01-19,5000,8400,800,23
2831,2018-12-02,3600,4300,0,17
2832,2012-02-23,6200,4300,900,19
2833,2010-03-20,4800,5500,0,20
2834,2016-02-23,4500,7200,0,22
2835,2016-08-12,5900,400,0,12
2836,2021-08-01,5900,5300,900,20
2837,2013-11-02,3700,3000,0,13
2838,2018-09-25,2000,6800,0,16
2839,2011-05-07,4100,8100,0,22
2840,2011-08-26,5700,3600,0,22
2841,2019-06-20,4800,3800,0,18
2842,2022-12-10,4200,4400,0,16
2843,2019-05-14,5200,3500,0,18
2844,2020-03-13,6900,3800,0,21
2845,2011-03-19,4700,4600,1100,16
2846,2021-01-20,4900,7300,1600,19
2847,2014-11-23,6500,4700,700,18
2848,2013-04-28,6200,2700,0,15
2849,2014-01-11,3800,3100,0,10
2850,2016-08-29,5800,5800,1800,22
2851,2022-01-02,8100,3000,0,24
2852,2014-06-09,4400,4100,0,21
2853,2014-12-13,5000,8100,0,27
2854,2014-07-08,4700,6500,0,19
2855,2017-06-09,5100,2500,0,18
2856,2018-07-16,2600,2500,500,10
2857,2012-01-09,8200,5600,0,23
2858,2010-04-06,9600,4100,1200,22
2859,2015-01-20,6200,6900,0,21
2860,2012-11-22,6200,7700,0,23
2861,2019-12-21,6600,7600,0,26
2862,2018-05-22,4500,5700,1500,19
2863,2017-09-21,5700,6300,2900,22
2864,2012-03-24,5100,5400,2200,17
2865,2020-01-24,2200,2600,0,14
2866,2012-09-24,4200,5500,0,19
2867,2013-03-11,6600,8100,1000,25
2868,2015-01-05,4900,6200,0,22
2869,2014-01-05,4100,2700,0,13
2870,2018-02-09,6700,6500,1100,21
2871,2020-07-13,3800,6400,800,21
2872,2016-06-09,2300,6100,0,17
2873,2010-08-10,6800,3400,2400,17
2874,2016-05-11,5800,6900,0,26
2875,2014-07-12,4600,6200,1700,23
2876,2018-05-13,3000,3700,0,14
2877,2017-04-09,4100,3600,0,17
2878,2022-09-12,3200,4300,0,18
2879,2011-07-20,7300,4800,0,24
2880,2018-01-09,4500,2500,0,13
2881,2021-03-25,6100,3700,0,19
2882,2017-04-25,6500,4800,0,22
2883,2011-08-14,7500,3700,0,15
2884,2020-03-22,5200,5900,1500,19
2885,2020-11-11,4100,8700,0,23
2886,2018-05-28,3600,1600,1300,11
2887,2010-12-27,3800,5800,0,19
2888,2020-07-22,7900,8300,0,26
2889,2020-07-19,6000,3900,0,17
2890,2022-11-13,7700,7300,0,30
2891,2011-03-23,7700,3600,0,23
2892,2019-07-12,6900,4300,700,21
2893,2013-01-07,7900,5400,3500,24
2894,2015-10-15,6100,5200,0,23
2895,2010-01-25,7400,8100,0,29
2896,2013-07-26,3100,4600,0,14
2897,2011-04-28,5700,3300,2300,18
2898,2019-12-24,3200,5300,0,15
2899,2016-12-06,5400,3200,1300,16
2900,2013-06-06,5600,6300,900,22
2901,2015-06-20,5600,3100,1300,16
2902,2014-12-24,4500,9000,0,25
2903,2016-01-16,7400,4600,800,23
2904,2020-11-10,5500,4100,0,17
2905,2015-01-19,4300,2900,0,13
2906,2019-06-07,6300,6200,1000,25
2907,2020-04-27,7900,5300,0,24
2908,2021-05-22,9400,5700,1400,25
2909,2019-07-04,6400,5000,1300,24
2910,2011-07-21,5600,5000,600,19
2911,2022-03-23,5100,3600,1900,16
2912,2015-11-21,6400,6700,1100,23
2913,2020-01-04,3800,3500,0,15
2914,2012-04-19,4900,6600,900,25
2915,2010-05-02,7400,4600,0,28
2916,2020-12-17,2900,5100,0,20
2917,2014-08-10,4900,5900,0,22
2918,2018-07-25,3100,5200,0,16
2919,2015-01-29,4400,6900,1000,26
2920,2021-06-02,5800,4600,0,21
2921,2010-08-28,7800,2700,0,18
2922,2010-03-19,5600,7200,0,21
2923,2013-07-22,7300,5800,1100,25
2924,2013-07-02,3200,5600,0,14
2925,2019-02-21,6800,7500,0,25
2926,2015-11-11,1500,5500,0,14
2927,2017-03-02,6000,3100,1000,19
2928,2011-04-29,5600,7200,1700,26
2929,2020-01-06,4700,4700,1400,19
2930,2011-07-04,6000,5900,0,24
2931,2013-01-21,6300,5400,0,21
2932,2012-10-27,7100,4000,0,18
2933,2018-07-24,5300,3200,0,19
2934,2012-10-23,1000,6900,0,15
2935,2016-11-01,4000,2000,0,16
2936,2017-04-07,8500,3900,0,18
2937,2019-02-04,6000,4300,0,20
2938,2017-03-04,4600,1600,0,12
2939,2018-05-30,3500,5500,0,19
2940,2014-04-10,4900,6100,1700,19
2941,2015-02-28,4700,5200,2200,19
2942,2022-10-17,3300,4400,0,14
2943,2011-04-14,1900,5600,0,17
2944,2012-10-02,5600,5200,400,20
2945,2014-05-11,2800,4500,500,14
2946,2017-06-30,4900,4500,0,17
2947,2022-05-08,3100,3700,1000,10
2948,2012-01-13,3900,8000,800,21
2949,2017-12-04,4000,5200,0,22
2950,2019-01-22,6300,6100,0,23
2951,2010-03-10,4400,4700,0,21
2952,2012-08-08,5100,5000,0,20
2953,2013-04-07,2200,5400,1000,15
2954,2016-02-18,5300,3200,0,17
2955,2011-09-09,4100,4500,1500,16
2956,2020-05-22,7500,5900,2900,24
2957,2020-09-03,4300,3200,0,17
2958,2018-07-26,6600,6700,0,23
2959,2012-07-29,7000,6700,0,24
2960,2012-12-09,3400,3600,0,16
2961,2019-01-12,4400,2700,0,16
2962,2012-12-03,7700,6700,0,27
2963,2014-04-06,4300,6100,800,20
2964,2019-10-28,6900,5200,0,22
2965,2011-03-09,4200,4700,0,17
2966,2015-09-06,7600,2800,0,19
2967,2022-12-04,3400,5100,0,18
2968,2011-10-30,6000,4700,0,22
2969,2019-05-28,2700,6800,2300,17
2970,2019-07-29,2900,3200,0,13
2971,2019-07-23,5600,3700,3500,16
2972,2012-09-26,3900,2900,1300,14
2973,2022-02-24,4500,4900,900,23
2974,2014-12-03,4800,3900,0,21
2975,2021-06-27,5200,6000,0,19
2976,2018-05-17,3900,2800,0,15
2977,2017-01-10,5800,3100,0,17
2978,2017-10-18,2800,4400,2200,11
2979,2019-04-27,2400,3900,400,15
2980,2019-07-30,8900,2700,800,21
2981,2015-06-26,2500,6000,0,18
2982,2022-09-10,7100,5700,0,28
2983,2018-02-26,7500,6200,1200,27
2984,2016-06-25,4200,7500,0,23
2985,2022-11-12,6500,4400,0,19
2986,2021-08-29,3700,4100,0,17
2987,2019-06-28,3900,4500,0,16
2988,2010-06-08,6400,6700,2300,23
2989,2011-05-17,5100,6900,2600,20
2990,2013-02-03,4000,3800,0,15
2991,2011-08-07,2000,5500,0,14
2992,2022-11-27,6400,7400,1800,28
2993,2014-04-09,3500,5400,1500,17
2994,2021-03-05,5500,7800,0,20
2995,2013-02-08,3500,6700,700,18
2996,2016-01-29,900,7300,0,15
2997,2016-04-05,3500,7000,1100,18
2998,2013-03-23,4600,3900,800,14
2999,2022-07-09,6500,8800,2700,26
3000,2010-07-23,7300,5800,0,27
3001,2012-05-24,2200,2600,0,10
3002,2013-10-19,6400,6200,1100,22
3003,2022-01-16,6900,7500,1100,22
3004,2011-02-17,8000,5300,0,22
3005,2010-07-27,5700,4900,0,22
3006,2021-04-27,5400,3100,900,16
3007,2017-02-11,4600,4000,0,17
3008,2011-12-19,5600,5600,0,18
3009,2011-10-15,6500,4300,1700,18
3010,2020-03-20,4700,4600,700,18
3011,2011-09-06,7700,3600,0,23
3012,2021-08-28,6700,4700,0,21
3013,2013-05-29,3200,4200,1700,16
3014,2014-03-02,9400,7700,700,29
3015,2020-06-15,6500,4800,0,19
3016,2020-01-27,1900,3200,300,11
3017,2019-05-08,3100,4800,0,19
3018,2012-04-02,4500,5800,0,22
3019,2021-02-23,4500,4700,400,18
3020,2022-04-09,2600,4600,0,14
3021,2014-05-10,4500,6500,0,22
3022,2020-01-15,3400,4300,600,14
3023,2013-03-26,3100,5300,0,19
3024,2019-05-07,3600,3000,0,13
3025,2018-09-06,3600,5600,600,18
3026,2016-04-28,3600,7600,800,21
3027,2018-11-23,2600,7600,4000,16
3028,2013-11-29,8200,9800,0,32
3029,2013-07-04,3700,5700,0,16
3030,2016-01-30,2400,6000,0,17
3031,2017-01-28,4300,4900,2400,19
3032,2013-11-03,8500,6400,2300,26
3033,2021-01-03,6300,4000,1300,20
3034,2015-11-23,2600,7700,0,18
3035,2015-11-16,8700,2200,0,19
3036,2012-06-18,4500,6100,2500,22
3037,2021-12-26,6800,4600,0,23
3038,2011-07-08,9800,5500,0,24
3039,2015-07-13,6200,3300,0,19
3040,2012-11-02,6100,7500,0,28
3041,2010-09-27,3800,8300,0,21
3042,2020-10-12,3400,8100,0,27
3043,2012-11-27,3300,1700,0,12
3044,2017-11-29,3400,6800,2700,19
3045,2019-06-16,4100,6300,0,18
3046,2012-09-25,5800,7100,0,23
3047,2013-06-15,8500,6000,1900,27
3048,2011-03-05,5500,4100,0,21
3049,2011-10-24,2900,2700,0,11
3050,2012-05-07,7600,2000,0,17
3051,2019-11-25,4400,8100,0,26
3052,2013-01-27,2900,10600,0,24
3053,2014-02-12,7500,4600,1300,23
3054,2018-06-04,4300,5400,0,18
3055,2022-11-04,5700,3800,0,18
3056,2019-03-22,3300,9900,700,25
3057,2014-02-13,2700,6600,400,19
3058,2019-05-15,9200,9400,3900,31
3059,2019-09-06,4100,7600,0,21
3060,2014-03-12,5500,5300,0,21
3061,2019-12-04,7300,800,0,18
3062,2017-03-09,5800,4800,0,21
3063,2011-02-15,3300,9900,0,22
3064,2021-10-25,3300,4200,800,13
3065,2014-04-24,3500,7700,1200,21
3066,2015-10-31,6200,2900,0,18
3067,2021-12-08,1300,7300,0,19
3068,2017-12-22,8300,4800,0,28
3069,2015-04-21,7000,6600,1100,25
3070,2010-04-15,8200,6300,900,26
3071,2022-03-21,3300,6800,0,18
3072,2015-02-21,5700,6100,0,24
3073,2015-01-26,6800,6700,0,24
3074,2022-05-10,5100,5600,0,21
3075,2012-08-11,5400,9000,1400,23
3076,2015-04-01,5800,5800,0,24
3077,2018-12-23,4600,4100,0,17
3078,2018-06-01,7000,7200,0,26
3079,2013-02-04,7300,3700,1300,23
3080,2012-03-05,7200,5400,0,27
3081,2022-07-30,5100,4900,0,18
3082,2017-09-20,6900,5100,0,22
3083,2017-02-26,5200,7900,0,25
3084,2014-06-15,6100,5600,0,22
3085,2018-01-31,2400,8400,0,23
3086,2021-03-01,3200,6900,0,19
3087,2018-04-27,5100,8200,0,27
3088,2017-01-17,6500,3200,0,18
3089,2022-03-25,4900,6600,0,19
3090,2020-05-03,5700,2900,0,16
3091,2010-05-25,6900,4600,0,19
3092,2017-06-27,8700,3300,0,26
3093,2011-08-28,3600,4800,0,16
3094,2018-11-16,4800,4200,1200,20
3095,2017-12-16,3100,5100,0,14
3096,2021-11-12,2500,7300,0,17
3097,2016-03-29,4500,1900,1400,16
3098,2016-07-08,5800,4600,800,23
3099,2019-04-23,7900,8800,1100,30
3100,2018-03-16,2200,2500,0,14
3101,2019-01-28,1900,4900,0,15
3102,2019-06-04,9600,6300,2000,27
3103,2017-08-12,6300,8000,0,26
3104,2010-04-09,4200,5600,0,18
3105,2014-08-11,4000,4800,1000,20
3106,2010-05-18,5200,9700,400,29
3107,2020-02-26,6200,5300,1400,19
3108,2010-06-07,3800,5100,1200,17
3109,2016-01-05,5300,2300,1400,15
3110,2017-11-24,4900,4500,300,18
3111,2016-02-03,3200,2400,0,13
3112,2010-09-28,5300,7800,0,20
3113,2022-11-22,2900,7200,0,19
3114,2017-08-27,3800,7700,1100,18
3115,2014-11-05,7900,6300,0,29
3116,2010-04-13,7800,3900,1600,18
3117,2016-05-15,4900,5000,0,15
3118,2011-12-16,3800,4600,0,15
3119,2012-03-31,3800,5300,0,17
3120,2020-05-17,5600,6700,0,23
3121,2012-11-16,2500,6300,0,17
3122,2020-07-29,4800,4700,0,23
3123,2011-08-01,7200,7400,3200,28
3124,2010-04-18,6400,4400,0,24
3125,2022-03-18,4700,2700,500,16
3126,2020-09-04,7900,7600,0,28
3127,2010-01-19,6900,2000,0,16
3128,2010-04-19,5800,3800,0,23
3129,2016-04-30,3700,4600,0,15
3130,2019-04-22,9100,4900,0,27
3131,2019-09-08,4400,5500,0,18
3132,2017-03-15,6700,4800,1800,20
3133,2011-08-29,5600,2900,0,17
3134,2017-08-31,6000,3400,400,20
3135,2017-02-16,6700,3700,2300,19
3136,2019-01-02,4400,5000,1000,17
3137,2018-06-11,4900,3700,1100,18
3138,2016-05-26,5000,2300,1100,15
3139,2011-10-23,5800,4900,1300,18
3140,2020-08-17,3700,7000,0,20
3141,2014-12-19,5900,6100,0,22
3142,2022-06-11,2700,3100,0,14
3143,2018-02-08,6200,8700,2000,28
3144,2021-05-27,5200,3800,2400,17
3145,2019-11-23,2300,2500,800,11
3146,2017-04-23,9400,8000,400,29
3147,2011-06-30,4400,9700,1700,28
3148,2016-01-10,7700,7500,0,27
3149,2020-04-13,8200,3000,3400,19
3150,2022-09-08,3600,3300,0,16
3151,2013-12-04,8100,2200,0,17
3152,2021-09-28,7700,3300,0,22
3153,2011-03-28,4800,4900,900,15
3154,2012-08-18,4600,4900,0,24
3155,2011-11-22,7500,3800,0,20
3156,2016-10-17,4800,6100,1300,22
3157,2011-08-31,2900,5600,0,16
3158,2012-03-11,6200,3300,1400,17
3159,2020-05-31,7300,7000,1700,27
3160,2016-09-14,6100,4900,0,19
3161,2021-12-28,4900,2800,0,15
3162,2021-11-04,2400,4000,0,12
3163,2022-09-24,4600,4500,0,17
3164,2016-12-18,4600,5800,1000,21
3165,2011-08-10,2700,3500,0,13
3166,2016-04-03,4200,6400,600,19
3167,2015-06-16,6000,6800,3700,20
3168,2017-05-19,5600,6200,600,23
3169,2016-10-14,6600,6500,1600,23
3170,2021-04-30,3400,5500,0,18
3171,2011-04-06,3000,3000,0,15
3172,2015-04-28,7100,6200,3000,19
3173,2015-06-06,4800,7600,2100,21
3174,2021-11-07,3100,2900,1200,13
3175,2016-11-02,3300,5400,0,18
3176,2017-08-07,3200,2700,0,13
3177,2019-06-11,6300,6600,0,21
3178,2020-10-17,2100,6700,800,16
3179,2015-07-18,4700,3700,400,20
3180,2015-08-24,7000,4800,0,19
3181,2019-12-02,4000,2300,0,11
3182,2015-08-16,5600,6600,2500,20
3183,2013-10-14,7700,4500,1800,20
3184,2020-07-08,7100,4000,1100,21
3185,2010-10-08,8000,7700,0,26
3186,2020-06-17,5900,5600,1500,23
3187,2021-09-25,5800,4300,0,23
3188,2021-10-07,4700,6600,0,21
3189,2010-10-28,6800,4300,3000,21
3190,2022-03-12,5200,6700,0,20
3191,2015-10-07,3300,2700,0,13
3192,2010-12-21,4400,5300,0,20
3193,2010-01-04,5300,2500,0,19
3194,2013-01-20,6300,8000,0,24
3195,2014-04-28,4400,4900,1300,18
3196,2012-08-21,4900,5000,1500,21
3197,2015-10-02,7000,4400,500,25
3198,2010-06-15,4000,4700,0,17
3199,2022-01-28,6500,7300,0,22
3200,2014-06-28,5200,3900,0,15
3201,2022-10-12,3600,6900,1600,16
3202,2016-04-06,5700,7000,600,25
3203,2020-07-11,2900,7600,1500,19
3204,2016-07-12,2900,5800,0,15
3205,2012-06-30,3000,3000,0,15
3206,2012-04-30,3300,5500,300,16
3207,2022-10-11,6000,5300,0,21
3208,2021-01-15,3200,7800,0,20
3209,2013-02-19,1600,5000,400,17
3210,2014-01-23,6600,4900,1800,27
3211,2015-09-21,4300,6600,1300,19
3212,2017-08-11,5700,4700,1000,22
3213,2019-09-18,7700,2400,0,19
3214,2022-03-27,5200,4800,1300,17
3215,2015-07-27,5900,7500,2400,25
3216,2022-04-11,4600,5800,0,24
3217,2016-09-04,4100,2800,0,10
3218,2014-07-10,4200,4900,1000,17
3219,2021-05-28,1700,4400,0,13
3220,2014-03-13,6300,4200,800,20
3221,2022-03-19,7900,6100,0,22
3222,2012-01-06,4000,3900,0,18
3223,2014-10-20,5800,6400,900,21
3224,2013-07-10,4500,3500,0,16
3225,2018-12-09,2800,3100,0,15
3226,2013-10-07,6000,4600,0,21
3227,2014-03-26,4500,4700,0,18
3228,2015-06-11,6400,5500,4700,21
3229,2016-06-11,500,5700,0,17
3230,2022-05-07,5600,5300,0,22
3231,2013-07-31,3300,6300,800,19
3232,2013-09-19,8800,3500,2200,22
3233,2015-11-09,4800,4900,0,18
3234,2020-04-28,5600,6400,1400,26
3235,2011-09-18,4900,6400,0,21
3236,2022-12-23,6600,4400,0,23
3237,2013-07-15,5600,5300,2100,23
3238,2014-06-20,4000,4900,0,19
3239,2015-06-14,4200,5200,0,20
3240,2017-09-23,6000,4300,800,18
3241,2020-09-07,5600,3800,0,17
3242,2017-04-16,3100,6200,0,16
3243,2022-03-01,7200,4300,500,22
3244,2016-02-29,2800,2600,0,16
3245,2021-03-15,3800,3500,0,15
3246,2017-10-22,6200,5600,0,24
3247,2010-11-12,4200,5100,0,21
3248,2019-04-04,5000,5800,0,17
3249,2019-03-24,4300,4500,0,19
3250,2018-06-23,4700,4500,1000,19
3251,2017-05-25,6600,4000,0,25
3252,2022-08-12,7900,7500,0,26
3253,2016-04-27,5800,5000,0,23
3254,2020-04-07,3600,7400,1000,19
3255,2010-02-28,7600,7900,2800,25
3256,2015-03-19,2100,4300,0,17
3257,2017-08-24,4200,6000,1400,20
3258,2014-11-19,6700,5300,0,22
3259,2020-07-21,2000,8400,0,18
3260,2019-08-18,5200,4900,1000,20
3261,2015-05-20,6000,5100,0,17
3262,2014-06-21,2100,6400,0,16
3263,2014-05-27,5000,7200,800,20
3264,2018-05-23,3500,7100,0,19
3265,2017-06-10,5900,5800,1400,22
3266,2022-06-02,8300,5300,1600,20
3267,2017-01-05,7500,5400,0,21
3268,2014-10-31,7600,3800,1200,19
3269,2020-12-21,7300,4000,0,23
3270,2016-03-12,6900,6000,0,27
3271,2016-01-22,6100,7500,0,25
3272,2014-08-06,6300,8200,0,28
3273,2019-03-03,7900,4200,1200,20
3274,2014-10-04,2400,2200,700,14
3275,2022-05-06,4700,5100,800,23
3276,2010-10-14,4100,7400,1400,18
3277,2014-02-27,2000,4600,0,14
3278,2013-10-17,3700,3300,0,16
3279,2010-03-07,3500,5100,0,18
3280,2017-11-27,5900,2800,0,17
3281,2021-09-19,2500,5600,0,17
3282,2015-05-29,4100,3000,0,18
3283,2010-08-02,6200,4000,0,20
3284,2014-05-05,4000,3600,0,15
3285,2014-03-30,2800,3200,0,13
3286,2017-08-05,6700,5700,0,22
3287,2012-01-19,7100,5400,2100,24
3288,2014-01-14,8400,7500,600,29
3289,2013-04-30,7100,1000,0,17
3290,2016-03-27,3700,4600,1100,18
3291,2016-02-08,6900,4900,1400,20
3292,2011-03-27,5700,5400,300,20
3293,2014-11-18,4400,4300,0,17
3294,2022-03-15,5100,4900,0,22
3295,2017-12-13,3000,5100,0,18
3296,2016-09-23,5200,4900,600,18
3297,2018-07-05,5200,5700,0,21
3298,2014-12-12,3000,7200,0,22
3299,2012-07-25,5600,6400,0,25
3300,2016-06-12,7700,4200,1500,19
3301,2021-06-21,3600,3200,0,14
3302,2018-05-11,5300,5400,600,21
3303,2015-02-10,4700,6200,0,18
3304,2021-12-20,6300,1400,0,17
3305,2022-05-17,5600,5200,0,21
3306,2011-05-10,6600,9100,0,27
3307,2010-06-25,2600,3500,1700,12
3308,2010-01-26,7800,4400,0,19
3309,2016-01-12,5200,3800,0,17
3310,2017-03-12,7800,4800,3500,20
3311,2020-07-31,9100,4700,1700,23
3312,2013-12-13,8700,6000,1600,26
3313,2012-08-04,4400,8500,1400,20
3314,2015-02-20,8300,5200,1100,23
3315,2022-06-14,6600,6100,0,22
3316,2013-07-24,7400,3400,0,17
3317,2018-04-28,2100,8100,0,24
3318,2018-02-20,2800,4700,700,16
3319,2018-05-20,4100,4100,900,19
3320,2014-07-27,6800,3500,0,17
3321,2011-08-08,4400,3800,0,17
3322,2012-11-14,3600,4300,400,18
3323,2014-04-04,6100,5000,0,20
3324,2019-10-19,11800,5800,3100,27
3325,2016-08-16,3300,8700,2300,19
3326,2012-01-30,4600,4400,600,17
3327,2017-08-19,7600,4400,900,21
3328,2017-04-29,5100,7300,0,26
3329,2013-03-18,2600,3800,0,13
3330,2014-09-05,4300,4000,0,17
3331,2012-12-29,4800,7800,0,26
3332,2019-11-01,5200,6700,700,18
3333,2019-06-14,4500,2400,0,12
3334,2017-10-10,7300,5100,2000,24
3335,2018-09-18,4200,7000,900,18
3336,2014-11-11,3700,6800,1000,18
3337,2012-12-20,5300,2600,0,18
3338,2012-09-22,3900,6400,1600,18
3339,2010-05-22,5700,7200,1500,24
3340,2010-09-30,6800,5800,1300,23
3341,2021-03-03,5700,7200,700,26
3342,2010-11-19,5300,3600,0,19
3343,2014-05-13,4200,1500,400,11
3344,2020-01-21,7400,4800,300,25
3345,2022-07-13,2000,6200,2100,15
3346,2018-11-09,5300,10300,0,24
3347,2015-05-10,1600,5600,0,17
3348,2013-08-22,5300,7700,1000,22
3349,2013-02-02,2400,5600,0,21
3350,2012-09-20,2900,3300,0,12
3351,2016-10-29,5200,5200,0,23
3352,2015-05-31,5600,4000,1000,15
3353,2013-05-19,7800,6200,0,23
3354,2015-01-27,2600,6600,0,17
3355,2013-04-09,5600,4500,600,19
3356,2021-05-25,4900,6400,1300,22
3357,2011-12-02,6900,3700,0,19
3358,2020-01-02,6400,4000,900,20
3359,2020-11-20,4000,4000,0,15
3360,2012-05-31,3900,3900,2000,18
3361,2012-04-12,5200,9000,3400,22
3362,2011-01-20,7800,2300,0,20
3363,2016-08-03,6700,7000,0,27
3364,2011-03-02,2500,7400,700,19
3365,2016-04-20,3800,4100,4000,15
3366,2017-01-27,4200,5000,0,17
3367,2020-05-12,9500,5400,0,26
3368,2016-12-09,1700,3100,0,12
3369,2019-04-14,4200,4900,1800,17
3370,2010-11-01,3600,6500,600,18
3371,2021-08-16,6300,5600,0,22
3372,2022-07-15,7000,4200,0,22
3373,2015-07-10,4000,5900,0,20
3374,2012-04-28,5200,4800,2200,19
3375,2022-04-22,3400,6400,0,21
3376,2010-06-22,3300,5400,1000,16
3377,2019-10-13,3600,5500,0,17
3378,2015-06-04,4700,7400,0,24
3379,2015-02-09,3300,7200,0,20
3380,2022-12-15,8800,4400,1600,25
3381,2022-08-29,4100,5800,0,16
3382,2014-06-06,5400,5900,0,24
3383,2015-10-23,6100,4400,1000,17
3384,2020-12-02,2800,6300,0,18
3385,2018-10-07,9200,6400,3000,26
3386,2018-03-17,2100,6000,0,16
3387,2012-01-23,4700,3700,1500,18
3388,2016-12-07,4700,4600,0,17
3389,2022-09-25,8000,7600,2300,24
3390,2021-05-01,7800,3900,700,20
3391,2011-09-24,4400,3600,900,17
3392,2021-09-07,8200,5100,0,21
3393,2011-08-20,7400,5500,0,22
3394,2020-12-16,3800,4000,3000,13
3395,2017-02-23,7900,3100,0,27
3396,2010-11-03,4300,6100,0,22
3397,2013-10-31,7900,5900,500,24
3398,2016-05-29,8700,4700,0,22
3399,2015-08-05,5500,2400,0,14
3400,2018-01-16,3900,2500,0,17
3401,2019-07-19,6200,6100,0,22
3402,2021-02-09,2500,5400,1100,14
3403,2017-02-21,3400,2900,0,12
3404,2014-01-22,6700,4600,0,23
3405,2017-01-01,1600,1100,0,8
3406,2018-08-15,2600,6200,0,18
3407,2013-10-10,6300,3900,0,20
3408,2015-12-10,3000,5800,0,18
3409,2016-09-24,3700,5900,1000,19
3410,2011-08-24,1700,5800,0,16
3411,2013-01-26,6200,2900,0,18
3412,2014-10-18,4400,5800,0,18
3413,2020-06-28,4900,4400,0,18
3414,2010-03-14,6400,7200,1500,23
3415,2020-05-30,8200,4500,0,24
3416,2011-10-05,3700,2200,0,14
3417,2010-09-17,4900,4400,0,18
3418,2014-04-12,7100,6900,1000,24
3419,2015-12-03,2200,7800,0,23
3420,2022-03-20,4300,6800,0,21
3421,2016-06-10,1200,7700,0,17
3422,2021-04-04,5800,6000,1700,18
3423,2017-12-30,5600,4800,1100,19
3424,2018-04-01,5200,2300,0,12
3425,2012-08-15,6000,4300,0,20
3426,2021-06-26,4500,8200,1600,22
3427,2019-08-10,3100,5900,0,20
3428,2017-08-21,7900,5400,700,23
3429,2015-12-01,4900,6700,0,22
3430,2019-05-01,2500,7000,600,17
3431,2014-08-13,7000,4600,0,21
3432,2013-03-28,5400,7000,800,21
3433,2019-07-10,3200,5200,0,15
3434,2015-12-30,5800,4800,0,18
3435,2017-02-22,7400,5500,2600,21
3436,2018-10-20,2900,4800,0,14
3437,2022-12-11,2100,4800,0,16
3438,2010-04-11,8300,3100,300,21
3439,2021-04-13,3700,4500,0,17
3440,2013-11-09,4400,5000,0,19
3441,2021-02-20,5300,6800,2300,20
3442,2020-08-14,4300,5100,0,18
3443,2019-10-11,6500,1200,0,15
3444,2010-03-18,4200,4000,0,15
3445,2013-08-26,3500,2900,0,13
3446,2014-08-27,4800,1600,0,11
3447,2021-05-07,5200,4600,800,18
3448,2017-10-16,7800,2100,600,18
3449,2017-02-12,3000,2800,0,12
3450,2021-07-16,4500,6500,0,21
3451,2017-04-19,2400,7200,0,19
3452,2014-09-25,5800,4600,0,22
3453,2020-11-23,7500,3200,1200,17
3454,2011-03-15,6300,6000,0,25
3455,2020-12-09,3100,4100,0,14
3456,2011-11-13,5000,3000,0,18
3457,2018-12-30,3200,8200,1100,20
3458,2020-09-20,8500,6600,3000,21
3459,2011-02-22,5900,7200,0,25
3460,2013-09-12,4800,6100,0,21
3461,2019-03-25,7300,5800,0,26
3462,2018-03-06,7700,6400,1000,23
3463,2020-05-21,3300,3600,0,14
3464,2019-08-11,5600,4800,0,22
3465,2015-08-12,8000,6000,700,25
3466,2011-04-25,4200,4400,0,17
3467,2019-04-07,3600,2800,0,13
3468,2022-03-30,5800,7700,0,24
3469,2013-09-26,5300,6200,600,21
3470,2021-07-31,3000,7200,1000,20
3471,2010-10-18,5400,2700,500,15
3472,2018-01-12,5500,7500,600,24
3473,2010-05-09,3900,3600,1000,16
3474,2019-12-30,3900,5400,2300,17
3475,2017-04-04,3800,3400,0,17
3476,2016-01-21,5500,5500,0,20
3477,2022-08-07,5600,2900,1000,19
3478,2016-02-11,5500,7000,1200,20
3479,2020-12-26,6600,3900,1100,19
3480,2013-05-21,4800,4900,600,18
3481,2017-08-22,7000,6700,0,26
3482,2012-08-31,5100,3700,0,13
3483,2014-11-08,6900,4700,0,23
3484,2020-03-05,5700,3100,1100,14
3485,2021-02-05,5100,4000,0,18
3486,2010-04-23,3800,2700,0,16
3487,2018-04-16,4200,4400,0,21
3488,2013-11-26,8100,4800,3600,23
3489,2013-02-21,4600,3500,0,17
3490,2021-09-02,5800,3000,2200,15
3491,2014-03-15,5600,2700,0,16
3492,2018-08-14,2600,4300,0,13
3493,2016-09-16,6100,2600,0,20
3494,2011-11-10,6700,4400,1100,17
